file,ActualBestHead_Eval,ActualBestHead_Ablated_Eval,ReproducedChoice_Original,ReproducedChoice_Ablated,LLMChoice,ActualBestHead_VUSPR,ActualBestHead_Ablated_VUSPR,ReproducedChoice_Original_VUSPR,LLMChoice_VUSPR,Fallback_Original_VUSPR
013_MSL_id_12_Sensor_tr_554_1st_1200,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_time,,forecast,0.0951583091110576,0.7450173069891908,0.0928278351825553,0.5717390489084774,0.0951583091110576
014_MSL_id_13_Sensor_tr_1525_1st_4575,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_time,,time,0.7365589507952004,0.9993170666209396,0.7280691586211954,0.9993170666209396,0.6837870196677667
015_MSL_id_14_Sensor_tr_575_1st_1250,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_time,,forecast,0.5652358023884140,0.0941626379173894,0.5631000192294047,0.0941626379173894,0.5652358023884140
016_MSL_id_15_Sensor_tr_500_1st_780,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_time,,forecast,0.4218414103715416,0.9175762158010006,0.4218414103715416,0.6102510003259840,0.4097009056510983
017_MSL_id_16_Sensor_tr_512_1st_1850,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_time,,forecast,0.4211417207719373,0.9147139219784844,0.4202731811047945,0.9147139219784844,0.4165282190390279
018_Daphnet_id_1_HumanActivity_tr_9693_1st_20732,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,,,ensemble,0.3544037205279834,0.3605206217943749,0.3492513646856368,0.3565241214773007,0.3492513646856368
019_MITDB_id_1_Medical_tr_37500_1st_103211,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.1846457889879081,0.1655071962369009,0.1841790977088077,0.1655071962369009,0.1841790977088077
020_MITDB_id_2_Medical_tr_50000_1st_52315,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.0023229107093969,0.0050902366491891,0.0023229107093969,0.0050902366491891,0.0023229107093969
021_MITDB_id_3_Medical_tr_50000_1st_57595,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,time,0.0224889060883966,0.0185097582858147,0.0217403370253490,0.0175917287733164,0.0217403370253490
022_MITDB_id_4_Medical_tr_50000_1st_54253,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,time,0.0599811897882740,0.0795131956333610,0.0572128379123196,0.0743955030224801,0.0572128379123196
024_MITDB_id_6_Medical_tr_50000_1st_58118,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,time,0.0650406255582811,0.0865412937630884,0.0639775596679278,0.0813091754875990,0.0639775596679278
025_MITDB_id_7_Medical_tr_37500_1st_88864,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.0649538913696497,0.0673784694472880,0.0649538913696497,0.0673784694472880,0.0649538913696497
026_MITDB_id_8_Medical_tr_30495_1st_30595,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,fft,0.2039369661321697,0.1781340270829382,0.1968188995126605,0.1777970652444630,0.1968188995126605
027_MITDB_id_9_Medical_tr_25000_1st_52255,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,ensemble,0.0068104748448043,0.0084167835528090,0.0066685660196297,0.0081965332927632,0.0066685660196297
029_MITDB_id_11_Medical_tr_50000_1st_518037,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,ensemble,0.1430090941241117,0.3137708456058403,0.1254326020786827,0.3028924270031145,0.1254326020786827
030_MITDB_id_12_Medical_tr_50000_1st_84572,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_ensemble,,fft,0.0557479897107082,0.0613281446660328,0.0533047116981664,0.0575846474942278,0.0533047116981664
031_MITDB_id_13_Medical_tr_50000_1st_79433,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,time,0.0233886201003708,0.0251373835240325,0.0233886201003708,0.0238055396704211,0.0233886201003708
032_GHL_id_1_Sensor_tr_50000_1st_65001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,ensemble,0.0062233396590821,0.0181099896308040,0.0062233396590821,0.0149579760988021,0.0061725500804893
033_GHL_id_2_Sensor_tr_50000_1st_51001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.0063457809344548,0.0132014516147879,0.0063457809344548,0.0131386763505180,0.0063013881967804
034_GHL_id_3_Sensor_tr_50000_1st_122001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.0064143692808461,0.0205692941991979,0.0064143692808461,0.0127757737830755,0.0063837693474841
035_GHL_id_4_Sensor_tr_50000_1st_90001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.0088987993488628,0.0206389027767661,0.0088987993488628,0.0161900842544736,0.0088399458133603
036_GHL_id_5_Sensor_tr_50000_1st_67147,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,ensemble,0.0075091207244596,0.0234253751713074,0.0075091207244596,0.0222876537048616,0.0074416552345849
037_GHL_id_6_Sensor_tr_50000_1st_80001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,time,0.0061777821235787,0.0334717778987428,0.0061777821235787,0.0277459333210721,0.0061244141417540
038_GHL_id_7_Sensor_tr_50000_1st_100001,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.0056786051087368,0.0150152749161648,0.0055782031574028,0.0150152749161648,0.0056108458954040
039_GHL_id_8_Sensor_tr_50000_1st_63030,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.0043425481035335,0.0152369861120851,0.0043425481035335,0.0151498474122008,0.0042826884914248
041_GHL_id_10_Sensor_tr_50000_1st_57001,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.0058616412095494,0.0480466980157510,0.0058543706103627,0.0480466980157510,0.0058451062015563
042_GHL_id_11_Sensor_tr_50000_1st_150001,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.0052239455759796,0.0129039715256757,0.0051115591442399,0.0129039715256757,0.0051449820459099
043_GHL_id_12_Sensor_tr_39938_1st_40038,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.0037593510820663,0.0292852384208749,0.0037593510820663,0.0288002190839443,0.0037372261081483
044_GHL_id_13_Sensor_tr_50000_1st_145001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.0062338698424822,0.0103457386067214,0.0062338698424822,0.0103351853015529,0.0061522171755482
045_GHL_id_14_Sensor_tr_50000_1st_85076,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,time,0.0062548713011558,0.0307497772503115,0.0062548713011558,0.0117844937093262,0.0062137812827210
046_GHL_id_15_Sensor_tr_50000_1st_156462,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,time,0.0133438855363406,0.0302151076286380,0.0045826580809243,0.0258744182851182,0.0043935489642206
047_GHL_id_16_Sensor_tr_50000_1st_77001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,fft,0.0085831118720502,0.0312855505324159,0.0085831118720502,0.0210200148473010,0.0085562360380706
048_GHL_id_17_Sensor_tr_50000_1st_154001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.0115843098434760,0.0204081548365055,0.0115843098434760,0.0204081548365055,0.0114243774840937
050_GHL_id_19_Sensor_tr_43750_1st_55001,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,ensemble,0.0140908399569525,0.0214551773322800,0.0055519745599024,0.0204460385026624,0.0050823091677347
051_GHL_id_20_Sensor_tr_50000_1st_75110,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.0043460545793108,0.0074508757950878,0.0043460545793108,0.0074253082361428,0.0043284424484500
052_GHL_id_21_Sensor_tr_50000_1st_98001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.0041686899410294,0.0061207575126691,0.0041686899410294,0.0061207575126691,0.0041588910827860
053_GHL_id_22_Sensor_tr_50000_1st_126448,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,ensemble,0.0194867193536648,0.0836611289859810,0.0193396129066668,0.0821968078635228,0.0193722162431280
054_GHL_id_23_Sensor_tr_50000_1st_135001,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,time,0.0113416141147211,0.0216740584097407,0.0113416141147211,0.0181473865257472,0.0112990360951117
055_GHL_id_24_Sensor_tr_50000_1st_118124,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.0036011100482818,0.0127530759244286,0.0036011100482818,0.0126834851747186,0.0035824599904779
056_GHL_id_25_Sensor_tr_50000_1st_105568,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,ensemble,0.0100231366625537,0.0468156614852699,0.0099359901811101,0.0412785516117216,0.0099391399981417
057_SMD_id_1_Facility_tr_4529_1st_4629,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_ensemble,,ensemble,0.2907260122190100,0.1302032585683533,0.2907260122190100,0.1284889674398652,0.2907260122190100
058_SMD_id_2_Facility_tr_1087_1st_1187,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.4472253818900754,0.6669174202773723,0.4472253818900754,0.6669174202773723,0.4472253818900754
059_SMD_id_3_Facility_tr_757_1st_857,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_ensemble,,ensemble,0.3477411693299208,0.1290942107704927,0.3477411693299208,0.1286728136804934,0.3477411693299208
060_SMD_id_4_Facility_tr_7176_1st_10609,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.5076454505255288,0.1635182269212919,0.5076454505255288,0.1635182269212919,0.5076454505255288
061_SMD_id_5_Facility_tr_7176_1st_15144,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_ensemble,,ensemble,0.2203065402119898,0.0768846211945941,0.2164916889942688,0.0753329810589480,0.2164916889942688
063_SMD_id_7_Facility_tr_5923_1st_6506,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.2548137060784197,0.1865235084106034,0.2546351275695712,0.1865235084106034,0.2546351275695712
064_SMD_id_8_Facility_tr_2272_1st_2372,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.5063185883786538,0.4762449440353370,0.4719362541448030,0.4762449440353370,0.4719362541448030
065_SMD_id_9_Facility_tr_737_1st_837,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,fft,0.2687328515479596,0.2795586874200498,0.2669018453611732,0.2735880768242213,0.2669018453611732
066_SMD_id_10_Facility_tr_2634_1st_2734,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,ensemble,0.1370961990421791,0.0662248491549457,0.1370961990421791,0.0657155644585569,0.1370961990421791
067_SMD_id_11_Facility_tr_1980_1st_2080,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_ensemble,,forecast,0.2300720230783284,0.0535365473272427,0.2300720230783284,0.0535365473272427,0.2300720230783284
068_SMD_id_12_Facility_tr_1099_1st_1199,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_ensemble,,ensemble,0.4483468476571400,0.0158138773391266,0.4483468476571400,0.0120942817219337,0.4483468476571400
069_SMD_id_13_Facility_tr_5925_1st_12760,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_ensemble,,forecast,0.2805275709369487,0.4006981472046736,0.2749750766562469,0.1615128177899365,0.2749750766562469
070_SMD_id_14_Facility_tr_1070_1st_1170,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,ensemble,0.4465979215411733,0.0596269585951303,0.4465979215411733,0.0581446078665526,0.4465979215411733
071_SMD_id_15_Facility_tr_1109_1st_1209,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.3598768462986152,0.0232792725007528,0.3584968608955575,0.0232792725007528,0.3584968608955575
073_SMD_id_17_Facility_tr_5926_1st_10620,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_ensemble,,ensemble,0.1310693480228895,0.0196479226639942,0.1034098181724518,0.0138319869239921,0.1034098181724518
074_SMD_id_18_Facility_tr_7174_1st_21230,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,ensemble,0.6164794691372658,0.3776032336516543,0.6164794691372658,0.3754619520856852,0.6164794691372658
075_SMD_id_19_Facility_tr_564_1st_664,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.1420128470499553,0.0319286058576634,0.1402743240105672,0.0319286058576634,0.1402743240105672
076_SMD_id_20_Facility_tr_5925_1st_17580,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_ensemble,,ensemble,0.8389275315028373,0.3615134498011841,0.8134207444046961,0.3598865698454632,0.8134207444046961
077_SMD_id_21_Facility_tr_3026_1st_3126,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_ensemble,,ensemble,0.4679028742240342,0.4073536684214343,0.4287221961512478,0.4073536684214343,0.4287221961512478
078_SMD_id_22_Facility_tr_500_1st_326,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_ensemble,,ensemble,0.5268878410929265,0.0507357595198421,0.2783459408378423,0.0419057591214118,0.2783459408378423
079_LTDB_id_1_Medical_tr_3618_1st_3718,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_time,,time,0.7817772949343699,0.9301167413382350,0.7798243507489089,0.9293014478163888,0.6608570453423368
080_LTDB_id_2_Medical_tr_500_1st_266,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_time,,forecast,0.1735853088669854,0.1975159311116966,0.1539710366320468,0.1975159311116966,0.1646239377929311
081_LTDB_id_3_Medical_tr_500_1st_26,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_time,,ensemble,0.4863235468766492,0.6824389159416573,0.4830802398564166,0.6756059655290233,0.4683705657584088
083_LTDB_id_5_Medical_tr_15502_1st_15602,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_time,,forecast,0.0313635764271812,0.0048688213912235,0.0181764932405539,0.0048688213912235,0.0232902664652062
084_SVDB_id_1_Medical_tr_12973_1st_13073,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,fft,0.2710853047628828,0.2148785659974358,0.2710853047628828,0.2139565415159053,0.1075646624255176
085_SVDB_id_2_Medical_tr_50000_1st_54982,TSPulse_ZS_ensemble,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_fft,,forecast,0.3302328203311850,0.3020047430996623,0.3085685252742273,0.0563344997107292,0.3302328203311850
086_SVDB_id_3_Medical_tr_533_1st_633,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,time,0.1266489150701682,0.1003494086483708,0.1266489150701682,0.0793730355061832,0.1118292340670853
087_SVDB_id_4_Medical_tr_5421_1st_5521,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.6468675934627018,0.5369436833627582,0.6468675934627018,0.5369436833627582,0.5059992959387144
088_SVDB_id_5_Medical_tr_500_1st_168,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.3657945460058771,0.3906252716488139,0.3657945460058771,0.3875107353656443,0.1944233057235750
089_SVDB_id_6_Medical_tr_50000_1st_83083,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.1692415634934921,0.0648605719646026,0.1692415634934921,0.0546015352700719,0.1209322985194804
091_SVDB_id_8_Medical_tr_500_1st_126,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.4924523095180568,0.3739888179858222,0.4891551024744781,0.3739888179858222,0.4357552959297218
092_SVDB_id_9_Medical_tr_2674_1st_2774,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.3772069495324641,0.1475535900155938,0.3438441993525306,0.1475535900155938,0.1199123528731415
093_SVDB_id_10_Medical_tr_500_1st_37,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.7466650667465943,0.4010998616384834,0.7453732757932080,0.4008066482747081,0.7460603595827564
094_SVDB_id_11_Medical_tr_20100_1st_23611,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.5781396605273290,0.0417444761893696,0.5781396605273290,0.0376669812974458,0.1150427478989167
095_SVDB_id_12_Medical_tr_6264_1st_6364,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.2168760654609064,0.1461777360797334,0.2168760654609064,0.1461777360797334,0.0804210729080969
096_SVDB_id_13_Medical_tr_500_1st_444,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,fft,0.1706496678666990,0.1333503843324815,0.1706496678666990,0.1333503843324815,0.0825976977395287
097_SVDB_id_14_Medical_tr_1031_1st_1131,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.9169796881489886,0.8802063220714557,0.9169796881489886,0.8770870113694624,0.9133529137163936
098_SVDB_id_15_Medical_tr_500_1st_303,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.3732868920482163,0.2840882617424073,0.3732868920482163,0.2840882617424073,0.2156441374142136
099_SVDB_id_16_Medical_tr_1115_1st_1215,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.5185039028253514,0.4156784828929868,0.5185039028253514,0.4085853775307270,0.4898172193433965
100_SVDB_id_17_Medical_tr_17803_1st_17903,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,fft,0.0533897711385190,0.1099522675461320,0.0485641109401888,0.0493584695585101,0.0301482159904356
101_SVDB_id_18_Medical_tr_1851_1st_1951,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.7403811913279340,0.1624036333784136,0.7403811913279340,0.1593208890976691,0.5960834870352529
102_SVDB_id_19_Medical_tr_50000_1st_107354,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.4654411049160262,0.4145473778503825,0.4654411049160262,0.3966781142655033,0.3744369191011101
103_SVDB_id_20_Medical_tr_12167_1st_12267,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_fft,,time,0.0306840710428040,0.0377921808268728,0.0299744439039409,0.0350648719714341,0.0299160018950617
104_SVDB_id_21_Medical_tr_50000_1st_106634,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.3023261995140203,0.1069429450809451,0.3023261995140203,0.1069429450809451,0.0552365684300246
105_SVDB_id_22_Medical_tr_500_1st_417,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.5705526546230927,0.5645481590086434,0.5705526546230927,0.5629522026051543,0.4444326221990917
106_SVDB_id_23_Medical_tr_37500_1st_121963,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.5216845470141639,0.4984413515983803,0.5216845470141639,0.4984413515983803,0.0682464218021681
108_SVDB_id_25_Medical_tr_1238_1st_1338,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,time,0.3577939207909594,0.3841902201071796,0.3577939207909594,0.3703197051556605,0.1286739947076469
109_SVDB_id_26_Medical_tr_1038_1st_1138,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,time,0.4889281071047239,0.4550720313435083,0.4748264584810399,0.4550720313435083,0.4528540374481890
110_SVDB_id_27_Medical_tr_30824_1st_30924,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,ensemble,0.3247911600689066,0.2976264454224979,0.3247911600689066,0.2749582237657215,0.2670374760445863
111_SVDB_id_28_Medical_tr_1791_1st_1891,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_time,TSPulse_ZS_fft,,ensemble,0.6840242418266237,0.4358594447400710,0.6840242418266237,0.4214489010285854,0.6683819596094226
112_SVDB_id_29_Medical_tr_8226_1st_8326,TSPulse_ZS_fft,TSPulse2_llm_selection_ablated_ensemble,TSPulse_ZS_fft,,ensemble,0.0147168822284516,0.0147144666801334,0.0147168822284516,0.0147144666801334,0.0146750565913134
114_SVDB_id_31_Medical_tr_25000_1st_63090,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_fft,TSPulse_ZS_fft,,ensemble,0.0084411127576262,0.0214680026780908,0.0082799147643455,0.0207448575497466,0.0080435764425685
115_PSM_id_1_Facility_tr_50000_1st_129872,TSPulse_ZS_time,TSPulse2_llm_selection_ablated_time,,,time,0.1401163383793301,0.1404393589862160,0.1383872673314994,0.1404393589862160,0.1383872673314994
116_TAO_id_1_Environment_tr_500_1st_3,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,forecast,0.9382255497160140,0.9928903961348678,0.9382255497160140,0.9928903961348678,0.3555756061986781
117_TAO_id_2_Environment_tr_500_1st_1,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,ensemble,0.9321213044409438,0.9812039680531478,0.9321213044409438,0.7744236295471324,0.4309020481034572
118_TAO_id_3_Environment_tr_500_1st_7,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,forecast,0.9292903888374549,0.9595303094947604,0.9292903888374549,0.9595303094947604,0.1999683969821759
119_TAO_id_4_Environment_tr_500_1st_1,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,time,0.9099195912773070,0.9954860399170640,0.9099195912773070,0.9412422790476788,0.3567429342536314
121_TAO_id_6_Environment_tr_500_1st_7,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,ensemble,0.9629210561978980,0.9953828146695628,0.9629210561978980,0.9016999906138604,0.3677615162976252
122_TAO_id_7_Environment_tr_500_1st_19,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,forecast,0.9335374381116612,0.9831964844284082,0.9335374381116612,0.9831964844284082,0.4549886794798916
123_TAO_id_8_Environment_tr_500_1st_62,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,forecast,0.9293814660918718,0.9916291901446868,0.9293814660918718,0.9916291901446868,0.4547729690677676
124_TAO_id_9_Environment_tr_500_1st_1,TSPulse_ZS_forecast,TSPulse2_llm_selection_ablated_forecast,TSPulse_ZS_forecast,,forecast,0.8877308951731446,0.9889399606906024,0.8877308951731446,0.9889399606906024,0.3686792773281603
